-0.30918,0.067908,0.85341,-0.58422,-0.61774,-0.70977,-0.87159,-0.14975,1.1168,-0.098198,1.2309,1.0999,-0.79614,0.82653,-0.91403,-0.099924,0.41613,0.18009,0.88026,0.81163,-0.24375,-0.29787,-0.0012823,1.5746,-0.47042,-0.01363,1.1122,0.0010722,-0.32272,0.57485,-0.29605,1.2018,0.21248,0.71675,-0.29835,1.1404,0.25098,1.0292,-0.59631,1.9041,-0.37955,-1.4478,0.35154,0.57064,-1.4633,-2.5177,0.35127,1.5605,-0.54128,-0.55477
1.502,-1.2969,-0.82303,0.13092,0.30661,0.6684,0.42087,-2.3479,-0.31705,-1.964,-0.15272,1.1087,0.44694,-0.26577,-0.78122,1.1225,0.38236,-0.052204,0.16065,1.5603,0.47524,0.94728,0.66534,0.26203,1.0579,-0.80196,-0.55909,0.73553,0.5031,-0.69418,0.85898,0.44369,-0.64542,0.70816,0.46571,-1.4737,0.061809,0.72998,-0.48548,0.36101,-1.3598,-1.7295,1.7913,-0.32485,-0.29966,0.52991,-0.70764,0.79245,2.1997,-1.8811
-0.6911,0.92763,1.0573,-0.90718,1.2751,0.71914,1.2392,1.3395,0.71487,0.4931,-1.1291,-0.51442,1.2308,0.066043,-0.98039,0.46375,0.04967,-0.3443,-0.32501,-0.76343,0.075229,0.57135,0.41057,-0.66377,0.184,0.16963,-0.51531,-0.19312,-1.042,-1.4834,-0.14909,0.1417,-0.37074,1.1868,0.74589,-1.2548,-1.0345,-0.30896,1.3331,0.91458,-0.038062,0.63907,0.39769,0.46521,0.47712,0.38337,0.013131,0.77634,0.89751,0.4065
2.3756,-1.3747,0.032556,-0.92128,-0.45662,1.5936,1.2897,-1.3074,0.81951,0.82438,-2.5527,-2.0607,-1.8963,0.61677,0.39131,0.58068,-0.5294,-1.2877,-1.5456,0.71257,-1.4361,-0.097353,0.04991,0.45253,-0.12825,-1.6051,0.484,0.28248,-0.13094,-0.64088,2.0417,-1.1589,1.6291,2.0955,-0.79648,-1.1623,-1.1191,0.22254,-0.81676,0.19593,0.99276,-0.38852,-1.8444,1.0239,-1.7356,-0.12903,1.1632,0.090156,-0.54264,0.60076
-0.015156,-1.6442,0.77517,0.98935,0.17699,0.16384,-0.12951,-0.62899,-0.0033233,-0.63617,-0.052103,-0.13645,0.03873,0.87109,0.10461,-0.46787,-0.5496,-0.57949,0.21275,0.075261,-1.0449,-0.87729,-0.48375,1.8046,0.87658,-0.61795,0.71372,0.45514,-0.12864,0.55384,-2.5396,-0.80027,0.7347,0.2749,-0.2131,0.96175,-0.71852,-0.36804,-0.33743,-0.7473,-2.7746,0.40443,1.0042,-0.99939,-1.7175,1.5005,1.6988,-0.14829,-0.90889,1.5378
0.27416,0.56182,0.28176,-0.67465,-0.047015,0.89239,-0.70185,-0.26826,0.49421,0.89148,0.011523,-0.32327,-0.27426,-1.6623,1.0281,0.60292,-0.55548,1.066,-0.41435,-0.69691,-0.70003,-2.2454,0.04409,1.0498,-1.3668,0.48289,1.3361,0.10839,-0.36674,0.70274,-0.077783,-1.9264,0.39298,-1.4397,0.37018,-0.92812,-0.075389,-2.0316,0.08745,0.9054,0.87147,1.6801,-1.4901,-0.041721,1.3978,-0.32546,-0.65677,0.23977,-0.99145,0.4194
0.61686,-0.32073,-0.20273,1.0382,-1.5796,0.35112,-1.4612,0.13786,-0.18383,2.3379,1.8974,0.77856,-0.59235,-1.2008,0.17062,0.41122,0.013565,1.7036,0.48962,-0.32731,-1.6378,-0.93418,-1.6552,-0.45552,-1.4728,2.0059,-1.877,-0.65784,0.12308,0.16029,-0.43062,1.5725,0.3478,-0.51229,0.94106,-2.2729,-0.089555,0.54649,-0.43729,-1.8708,1.4636,0.80804,3.0821,-1.6247,-0.32116,0.98119,0.30152,-0.41889,-0.31658,1.0678
0.050305,0.28301,0.33153,0.1102,-0.78352,-1.7053,2.3104,-0.52199,0.91121,-1.3118,-1.7856,-1.0554,1.1495,-0.12144,-0.18597,0.72582,0.064394,-0.62334,-0.41904,2.0352,-0.8889,0.92308,-1.0034,-1.4208,0.88177,0.074856,-2.3579,-0.58025,-0.14305,0.46237,2.6109,-0.8093,1.5692,-1.1458,-0.32373,-0.86767,1.0142,-0.11728,-0.81683,-0.41763,0.21934,0.83728,2.2249,1.2247,-0.10565,-0.5769,0.51023,0.40138,-0.81057,-0.41712
-1.2636,0.91373,1.0545,-1.0713,-0.2925,-1.2273,0.24689,0.96794,-0.80125,-2.2318,-0.44122,1.2439,1.3663,1.2858,-0.61801,0.75891,0.52596,0.36178,0.67503,1.1588,-1.7432,-1.0174,0.85682,1.8551,1.964,0.29322,0.53754,-0.25449,-0.36653,-0.72815,0.42277,0.39944,-0.84785,-1.7125,-0.14316,0.3476,1.4505,0.58693,-1.4791,0.26002,0.38229,-1.7218,0.80125,0.44391,0.2321,-0.4885,0.85394,-0.81036,-0.32511,-1.7572
-1.226,0.96674,-0.23027,1.1363,1.6081,1.193,-1.5877,-0.15175,-1.3417,0.76999,-1.0914,0.73777,-0.24223,-1.4367,-0.39396,1.0965,0.88258,-0.86747,0.62797,1.1753,-0.50941,-0.98335,1.8719,-3.1897,-0.29456,-1.0323,-0.49159,0.19117,0.68304,-0.47775,-0.34829,0.84051,-0.94583,-1.0864,-1.1076,-0.8247,-1.3983,1.613,-1.7108,0.1652,-0.78096,1.3294,-0.58556,0.060196,0.23658,-1.8262,-0.21116,-0.15377,-0.94303,-1.2681
